EmployeeID;JobInvolvement;PerformanceRating;SurveyDate
1068;3;3;31/12/2015
1069;3;3;31/12/2015
1070;3;3;31/12/2015
1071;4;3;31/12/2015
1072;3;4;31/12/2015
1073;2;3;31/12/2015
1074;2;3;31/12/2015
1075;2;3;31/12/2015
1076;4;4;31/12/2015
1077;3;4;31/12/2015
1078;3;3;31/12/2015
1079;3;3;31/12/2015
1080;4;3;31/12/2015
1081;3;3;31/12/2015
1082;3;3;31/12/2015
1083;2;3;31/12/2015
1084;3;3;31/12/2015
1085;3;3;31/12/2015
1086;2;3;31/12/2015
1087;4;3;31/12/2015
1088;2;4;31/12/2015
1089;2;3;31/12/2015
1090;1;3;31/12/2015
1091;3;3;31/12/2015
1092;2;3;31/12/2015
1093;2;4;31/12/2015
1094;4;3;31/12/2015
1095;3;3;31/12/2015
1096;3;3;31/12/2015
1097;3;4;31/12/2015
1098;3;3;31/12/2015
1099;3;3;31/12/2015
1100;3;3;31/12/2015
1101;2;4;31/12/2015
1102;3;3;31/12/2015
1103;4;4;31/12/2015
1104;4;3;31/12/2015
1105;3;3;31/12/2015
1106;3;3;31/12/2015
1107;3;3;31/12/2015
1108;3;3;31/12/2015
1109;3;3;31/12/2015
1110;3;3;31/12/2015
1111;3;3;31/12/2015
1112;3;3;31/12/2015
1113;3;3;31/12/2015
1114;3;3;31/12/2015
1115;3;3;31/12/2015
1116;3;3;31/12/2015
1117;3;4;31/12/2015
1118;3;3;31/12/2015
1119;3;4;31/12/2015
1120;2;3;31/12/2015
1121;3;3;31/12/2015
1122;3;3;31/12/2015
1123;3;3;31/12/2015
1124;3;3;31/12/2015
1125;4;3;31/12/2015
1126;1;3;31/12/2015
1127;3;3;31/12/2015
1128;2;3;31/12/2015
1129;4;3;31/12/2015
1130;4;4;31/12/2015
1131;4;3;31/12/2015
1132;3;3;31/12/2015
1133;2;3;31/12/2015
1134;2;3;31/12/2015
1135;1;3;31/12/2015
1136;3;3;31/12/2015
1137;2;3;31/12/2015
1138;3;3;31/12/2015
1139;3;3;31/12/2015
1140;3;3;31/12/2015
1141;3;3;31/12/2015
1142;3;3;31/12/2015
1143;2;3;31/12/2015
1144;2;3;31/12/2015
1145;3;3;31/12/2015
1146;2;3;31/12/2015
1147;3;3;31/12/2015
1148;3;3;31/12/2015
1149;4;3;31/12/2015
1150;1;3;31/12/2015
1151;3;3;31/12/2015
1152;2;4;31/12/2015
1153;2;3;31/12/2015
1154;3;3;31/12/2015
1155;2;3;31/12/2015
1156;3;3;31/12/2015
1157;2;3;31/12/2015
1158;3;3;31/12/2015
1159;3;3;31/12/2015
1160;3;3;31/12/2015
1161;3;3;31/12/2015
1162;1;3;31/12/2015
1163;1;3;31/12/2015
1164;2;3;31/12/2015
1165;2;3;31/12/2015
1166;3;3;31/12/2015
1167;3;4;31/12/2015
1168;2;3;31/12/2015
1169;3;3;31/12/2015
1170;2;3;31/12/2015
1171;3;3;31/12/2015
1172;3;3;31/12/2015
1173;2;3;31/12/2015
1174;3;3;31/12/2015
1175;3;3;31/12/2015
1176;3;4;31/12/2015
1177;3;3;31/12/2015
1178;3;3;31/12/2015
1179;3;3;31/12/2015
1180;4;3;31/12/2015
1181;3;3;31/12/2015
1182;3;3;31/12/2015
1183;2;3;31/12/2015
1184;2;4;31/12/2015
1185;3;4;31/12/2015
1186;2;4;31/12/2015
1187;3;4;31/12/2015
1188;4;3;31/12/2015
1189;3;3;31/12/2015
1190;3;3;31/12/2015
1191;3;3;31/12/2015
1192;3;3;31/12/2015
1193;3;3;31/12/2015
1194;2;4;31/12/2015
1195;2;3;31/12/2015
1196;2;3;31/12/2015
1197;4;3;31/12/2015
1198;3;3;31/12/2015
1199;2;4;31/12/2015
1200;3;3;31/12/2015
1201;3;3;31/12/2015
1202;2;3;31/12/2015
1203;3;3;31/12/2015
1204;3;3;31/12/2015
1205;4;3;31/12/2015
1206;3;3;31/12/2015
1207;3;4;31/12/2015
1208;3;3;31/12/2015
1209;3;3;31/12/2015
1210;3;4;31/12/2015
1211;2;3;31/12/2015
1212;3;3;31/12/2015
1213;3;3;31/12/2015
1214;3;4;31/12/2015
1215;3;3;31/12/2015
1216;3;3;31/12/2015
1217;2;3;31/12/2015
1218;2;3;31/12/2015
1219;3;3;31/12/2015
1220;3;3;31/12/2015
1221;3;3;31/12/2015
1222;3;4;31/12/2015
1223;3;3;31/12/2015
1224;2;3;31/12/2015
1225;3;3;31/12/2015
1226;2;3;31/12/2015
1227;3;3;31/12/2015
1228;4;3;31/12/2015
1229;3;3;31/12/2015
1230;4;3;31/12/2015
1231;3;3;31/12/2015
1232;3;3;31/12/2015
1233;2;3;31/12/2015
1234;3;3;31/12/2015
1235;3;3;31/12/2015
1236;3;3;31/12/2015
1237;1;3;31/12/2015
1238;3;3;31/12/2015
1239;3;3;31/12/2015
1240;2;4;31/12/2015
1241;3;3;31/12/2015
1242;1;3;31/12/2015
1243;3;3;31/12/2015
1244;3;4;31/12/2015
1245;3;3;31/12/2015
1246;3;3;31/12/2015
1247;2;3;31/12/2015
1248;2;3;31/12/2015
1249;2;3;31/12/2015
1250;3;3;31/12/2015
1251;2;3;31/12/2015
1252;2;3;31/12/2015
1253;3;3;31/12/2015
1254;2;3;31/12/2015
1255;3;3;31/12/2015
1256;3;4;31/12/2015
1257;1;3;31/12/2015
1258;3;3;31/12/2015
1259;2;3;31/12/2015
1260;2;3;31/12/2015
1261;3;3;31/12/2015
1262;3;3;31/12/2015
1263;1;3;31/12/2015
1264;3;4;31/12/2015
1265;3;3;31/12/2015
1266;3;3;31/12/2015
1267;3;4;31/12/2015
1268;3;3;31/12/2015
1269;3;4;31/12/2015
1270;2;3;31/12/2015
1271;3;3;31/12/2015
1272;3;3;31/12/2015
1273;3;3;31/12/2015
1274;3;3;31/12/2015
1275;3;3;31/12/2015
1276;3;3;31/12/2015
1277;3;3;31/12/2015
1278;3;3;31/12/2015
1279;3;3;31/12/2015
1280;3;3;31/12/2015
1281;3;3;31/12/2015
1282;4;3;31/12/2015
1283;2;3;31/12/2015
1284;3;3;31/12/2015
1285;1;4;31/12/2015
1286;2;3;31/12/2015
1287;3;3;31/12/2015
1288;3;3;31/12/2015
1289;4;3;31/12/2015
1290;1;3;31/12/2015
1291;3;3;31/12/2015
1292;3;3;31/12/2015
1293;3;3;31/12/2015
1294;3;3;31/12/2015
1295;3;3;31/12/2015
1296;4;3;31/12/2015
1297;3;3;31/12/2015
1298;3;3;31/12/2015
1299;3;4;31/12/2015
1300;2;3;31/12/2015
1301;4;4;31/12/2015
1302;3;4;31/12/2015
1303;2;3;31/12/2015
1304;3;3;31/12/2015
1305;3;3;31/12/2015
1306;3;3;31/12/2015
1307;2;3;31/12/2015
1308;2;4;31/12/2015
1309;3;4;31/12/2015
1310;2;3;31/12/2015
1311;4;3;31/12/2015
1312;2;3;31/12/2015
1313;3;3;31/12/2015
1314;2;3;31/12/2015
1315;3;4;31/12/2015
1316;2;4;31/12/2015
1317;3;4;31/12/2015
1318;3;3;31/12/2015
1319;2;3;31/12/2015
1320;2;3;31/12/2015
1321;3;4;31/12/2015
1322;3;3;31/12/2015
1323;3;3;31/12/2015
1324;3;3;31/12/2015
1325;3;3;31/12/2015
1326;3;3;31/12/2015
1327;3;3;31/12/2015
1328;3;3;31/12/2015
1329;3;4;31/12/2015
1330;3;3;31/12/2015
1331;3;3;31/12/2015
1332;3;3;31/12/2015
1333;3;4;31/12/2015
1334;3;4;31/12/2015
1335;1;3;31/12/2015
1336;3;3;31/12/2015
1337;3;4;31/12/2015
1338;2;3;31/12/2015
1339;2;3;31/12/2015
1340;3;4;31/12/2015
1341;3;3;31/12/2015
1342;2;3;31/12/2015
1343;4;3;31/12/2015
1344;4;3;31/12/2015
1345;2;4;31/12/2015
1346;1;3;31/12/2015
1347;4;3;31/12/2015
1348;4;4;31/12/2015
1349;4;3;31/12/2015
1350;4;3;31/12/2015
1351;2;3;31/12/2015
1352;3;3;31/12/2015
1353;2;3;31/12/2015
1354;3;4;31/12/2015
1355;3;3;31/12/2015
1356;4;3;31/12/2015
1357;3;4;31/12/2015
1358;3;3;31/12/2015
1359;3;3;31/12/2015
1360;2;3;31/12/2015
1361;4;3;31/12/2015
1362;2;3;31/12/2015
1363;3;3;31/12/2015
1364;3;3;31/12/2015
1365;2;3;31/12/2015
1366;3;3;31/12/2015
1367;1;3;31/12/2015
1368;4;3;31/12/2015
1369;3;3;31/12/2015
1370;1;3;31/12/2015
1371;3;3;31/12/2015
1372;3;3;31/12/2015
1373;3;4;31/12/2015
1374;4;3;31/12/2015
1375;2;3;31/12/2015
1376;3;3;31/12/2015
1377;3;3;31/12/2015
1378;4;3;31/12/2015
1379;3;3;31/12/2015
1380;2;3;31/12/2015
1381;2;3;31/12/2015
1382;3;3;31/12/2015
1383;3;3;31/12/2015
1384;3;4;31/12/2015
1385;3;4;31/12/2015
1386;3;3;31/12/2015
1387;3;3;31/12/2015
1388;2;3;31/12/2015
1389;3;3;31/12/2015
1390;3;4;31/12/2015
1391;1;3;31/12/2015
1392;4;3;31/12/2015
1393;4;3;31/12/2015
1394;3;3;31/12/2015
1395;3;4;31/12/2015
1396;2;3;31/12/2015
1397;3;3;31/12/2015
1398;1;3;31/12/2015
1399;3;4;31/12/2015
1400;2;3;31/12/2015
1401;4;3;31/12/2015
1402;3;3;31/12/2015
1403;3;3;31/12/2015
1404;3;3;31/12/2015
1405;4;3;31/12/2015
1406;2;4;31/12/2015
1407;3;3;31/12/2015
1408;1;3;31/12/2015
1409;4;3;31/12/2015
1410;3;3;31/12/2015
1411;3;3;31/12/2015
1412;4;3;31/12/2015
1413;2;3;31/12/2015
1414;3;3;31/12/2015
1415;3;4;31/12/2015
1416;2;3;31/12/2015
1417;3;3;31/12/2015
1418;3;3;31/12/2015
1419;3;3;31/12/2015
1420;3;3;31/12/2015
1421;4;4;31/12/2015
1422;3;3;31/12/2015
1423;4;3;31/12/2015
1424;2;3;31/12/2015
1425;3;3;31/12/2015
1426;3;3;31/12/2015
1427;2;3;31/12/2015
1428;2;3;31/12/2015
1429;2;3;31/12/2015
1430;2;3;31/12/2015
1431;3;3;31/12/2015
1432;2;3;31/12/2015
1433;2;4;31/12/2015
1434;3;4;31/12/2015
1435;3;3;31/12/2015
1436;3;3;31/12/2015
1437;2;3;31/12/2015
1438;3;3;31/12/2015
1439;3;3;31/12/2015
1440;3;3;31/12/2015
1441;2;3;31/12/2015
1442;3;4;31/12/2015
1443;3;3;31/12/2015
1444;3;3;31/12/2015
1445;4;3;31/12/2015
1446;4;4;31/12/2015
1447;2;4;31/12/2015
1448;3;4;31/12/2015
1449;3;3;31/12/2015
1450;2;3;31/12/2015
1451;2;3;31/12/2015
1452;3;3;31/12/2015
1453;4;3;31/12/2015
1454;2;3;31/12/2015
1455;2;3;31/12/2015
1456;2;3;31/12/2015
1457;2;3;31/12/2015
1458;4;3;31/12/2015
1459;3;3;31/12/2015
1460;2;3;31/12/2015
1461;3;3;31/12/2015
1462;2;3;31/12/2015
1463;3;3;31/12/2015
1464;3;3;31/12/2015
1465;2;3;31/12/2015
1466;3;3;31/12/2015
1467;2;3;31/12/2015
1468;3;4;31/12/2015
1469;2;3;31/12/2015
1470;4;3;31/12/2015
1471;3;3;31/12/2015
1472;2;4;31/12/2015
1473;3;3;31/12/2015
1474;2;3;31/12/2015
1475;3;3;31/12/2015
1476;3;3;31/12/2015
1477;3;4;31/12/2015
1478;3;4;31/12/2015
1479;3;4;31/12/2015
1480;3;3;31/12/2015
1481;2;3;31/12/2015
1482;3;3;31/12/2015
1483;3;3;31/12/2015
1484;2;3;31/12/2015
1485;3;3;31/12/2015
1486;3;3;31/12/2015
1487;2;3;31/12/2015
1488;3;3;31/12/2015
1489;2;3;31/12/2015
1490;3;3;31/12/2015
1491;3;3;31/12/2015
1492;2;4;31/12/2015
1493;3;3;31/12/2015
1494;1;3;31/12/2015
1495;3;3;31/12/2015
1496;3;3;31/12/2015
1497;3;4;31/12/2015
1498;3;3;31/12/2015
1499;2;3;31/12/2015
1500;2;3;31/12/2015
1501;2;3;31/12/2015
1502;2;3;31/12/2015
1503;3;3;31/12/2015
1504;3;3;31/12/2015
1505;3;3;31/12/2015
1506;3;3;31/12/2015
1507;3;3;31/12/2015
1508;3;3;31/12/2015
1509;2;3;31/12/2015
1510;2;3;31/12/2015
1511;2;3;31/12/2015
1512;2;3;31/12/2015
1513;3;3;31/12/2015
1514;3;3;31/12/2015
1515;2;4;31/12/2015
1516;3;3;31/12/2015
1517;3;4;31/12/2015
1518;3;4;31/12/2015
1519;3;4;31/12/2015
1520;2;3;31/12/2015
1521;2;3;31/12/2015
1522;2;3;31/12/2015
1523;3;4;31/12/2015
1524;3;3;31/12/2015
1525;3;3;31/12/2015
1526;3;3;31/12/2015
1527;3;4;31/12/2015
1528;3;3;31/12/2015
1529;3;4;31/12/2015
1530;3;3;31/12/2015
1531;3;4;31/12/2015
1532;4;3;31/12/2015
1533;4;3;31/12/2015
1534;4;3;31/12/2015
1535;3;3;31/12/2015
1536;2;3;31/12/2015
1537;3;3;31/12/2015
1538;2;3;31/12/2015
1539;3;3;31/12/2015
1540;3;3;31/12/2015
1541;3;3;31/12/2015
1542;4;4;31/12/2015
1543;3;3;31/12/2015
1544;3;3;31/12/2015
1545;3;3;31/12/2015
1546;3;4;31/12/2015
1547;3;3;31/12/2015
1548;3;3;31/12/2015
1549;3;3;31/12/2015
1550;3;4;31/12/2015
1551;2;3;31/12/2015
1552;2;3;31/12/2015
1553;3;3;31/12/2015
1554;3;3;31/12/2015
1555;3;3;31/12/2015
1556;3;3;31/12/2015
1557;4;3;31/12/2015
1558;2;4;31/12/2015
1559;3;3;31/12/2015
1560;4;3;31/12/2015
1561;1;4;31/12/2015
1562;2;4;31/12/2015
1563;2;3;31/12/2015
1564;3;3;31/12/2015
1565;2;3;31/12/2015
1566;3;3;31/12/2015
1567;3;4;31/12/2015
1568;3;3;31/12/2015
1569;3;3;31/12/2015
1570;2;3;31/12/2015
1571;1;4;31/12/2015
1572;3;3;31/12/2015
1573;1;3;31/12/2015
1574;3;3;31/12/2015
1575;1;3;31/12/2015
1576;1;4;31/12/2015
1577;4;3;31/12/2015
1578;3;3;31/12/2015
1579;4;3;31/12/2015
1580;3;3;31/12/2015
1581;2;4;31/12/2015
1582;3;4;31/12/2015
1583;3;3;31/12/2015
1584;4;3;31/12/2015
1585;3;3;31/12/2015
1586;3;3;31/12/2015
1587;2;3;31/12/2015
1588;3;3;31/12/2015
1589;3;4;31/12/2015
1590;3;3;31/12/2015
1591;3;4;31/12/2015
1592;3;3;31/12/2015
1593;3;3;31/12/2015
1594;3;3;31/12/2015
1595;3;3;31/12/2015
1596;2;3;31/12/2015
1597;3;3;31/12/2015
1598;2;3;31/12/2015
1599;3;3;31/12/2015
1600;2;3;31/12/2015
1601;2;3;31/12/2015
1602;2;3;31/12/2015
1603;3;3;31/12/2015
1604;2;3;31/12/2015
1605;2;4;31/12/2015
1606;3;4;31/12/2015
1607;2;3;31/12/2015
1608;2;3;31/12/2015
1609;3;3;31/12/2015
1610;4;3;31/12/2015
1611;2;4;31/12/2015
1612;3;3;31/12/2015
1613;1;4;31/12/2015
1614;3;3;31/12/2015
1615;3;3;31/12/2015
1616;2;3;31/12/2015
1617;2;3;31/12/2015
1618;3;3;31/12/2015
1619;2;4;31/12/2015
1620;3;3;31/12/2015
1621;3;3;31/12/2015
1622;2;3;31/12/2015
1623;3;4;31/12/2015
1624;3;3;31/12/2015
1625;2;3;31/12/2015
1626;3;3;31/12/2015
1627;2;3;31/12/2015
1628;3;4;31/12/2015
1629;3;3;31/12/2015
1630;2;3;31/12/2015
1631;4;4;31/12/2015
1632;2;3;31/12/2015
1633;3;3;31/12/2015
1634;2;3;31/12/2015
1635;3;3;31/12/2015
1636;3;3;31/12/2015
1637;3;3;31/12/2015
1638;3;3;31/12/2015
1639;3;4;31/12/2015
1640;3;4;31/12/2015
1641;2;3;31/12/2015
1642;2;4;31/12/2015
1643;3;3;31/12/2015
1644;3;3;31/12/2015
1645;4;3;31/12/2015
1646;2;3;31/12/2015
1647;3;3;31/12/2015
1648;2;4;31/12/2015
1649;3;4;31/12/2015
1650;3;3;31/12/2015
1651;1;4;31/12/2015
1652;2;3;31/12/2015
1653;4;4;31/12/2015
1654;2;3;31/12/2015
1655;3;3;31/12/2015
1656;3;3;31/12/2015
1657;3;3;31/12/2015
1658;3;3;31/12/2015
1659;2;3;31/12/2015
1660;2;3;31/12/2015
1661;3;3;31/12/2015
1662;3;3;31/12/2015
1663;2;3;31/12/2015
1664;3;3;31/12/2015
1665;3;4;31/12/2015
1666;3;3;31/12/2015
1667;2;3;31/12/2015
1668;3;3;31/12/2015
1669;3;3;31/12/2015
1670;4;3;31/12/2015
1671;2;3;31/12/2015
1672;2;3;31/12/2015
1673;2;3;31/12/2015
1674;2;3;31/12/2015
1675;2;3;31/12/2015
1676;1;4;31/12/2015
1677;3;3;31/12/2015
1678;3;3;31/12/2015
1679;3;3;31/12/2015
1680;3;3;31/12/2015
1681;3;3;31/12/2015
1682;2;4;31/12/2015
1683;2;3;31/12/2015
1684;3;3;31/12/2015
1685;3;3;31/12/2015
1686;1;3;31/12/2015
1687;2;3;31/12/2015
1688;3;3;31/12/2015
1689;1;3;31/12/2015
1690;3;3;31/12/2015
1691;2;3;31/12/2015
1692;3;4;31/12/2015
1693;3;3;31/12/2015
1694;3;3;31/12/2015
1695;2;3;31/12/2015
1696;3;3;31/12/2015
1697;3;3;31/12/2015
1698;3;3;31/12/2015
1699;3;3;31/12/2015
1700;1;3;31/12/2015
1701;3;3;31/12/2015
1702;3;3;31/12/2015
1703;4;3;31/12/2015
1704;3;3;31/12/2015
1705;4;3;31/12/2015
1706;4;4;31/12/2015
1707;2;4;31/12/2015
1708;3;3;31/12/2015
1709;1;3;31/12/2015
1710;3;3;31/12/2015
1711;2;3;31/12/2015
1712;3;3;31/12/2015
1713;3;3;31/12/2015
1714;3;3;31/12/2015
1715;2;3;31/12/2015
1716;3;3;31/12/2015
1717;3;3;31/12/2015
1718;4;3;31/12/2015
1719;2;3;31/12/2015
1720;3;3;31/12/2015
1721;3;3;31/12/2015
1722;3;4;31/12/2015
1723;2;3;31/12/2015
1724;2;3;31/12/2015
1725;1;3;31/12/2015
1726;2;3;31/12/2015
1727;3;3;31/12/2015
1728;4;3;31/12/2015
1729;3;3;31/12/2015
1730;3;3;31/12/2015
1731;2;4;31/12/2015
1732;2;3;31/12/2015
1733;4;3;31/12/2015
1734;3;3;31/12/2015
1735;4;3;31/12/2015
1736;4;3;31/12/2015
1737;3;4;31/12/2015
1738;1;3;31/12/2015
1739;3;3;31/12/2015
1740;1;3;31/12/2015
1741;2;3;31/12/2015
1742;2;3;31/12/2015
1743;2;4;31/12/2015
1744;3;3;31/12/2015
1745;3;3;31/12/2015
1746;3;3;31/12/2015
1747;3;3;31/12/2015
1748;3;4;31/12/2015
1749;4;4;31/12/2015
1750;2;3;31/12/2015
1751;3;3;31/12/2015
1752;4;4;31/12/2015
1753;2;3;31/12/2015
1754;3;3;31/12/2015
1755;3;3;31/12/2015
1756;2;3;31/12/2015
1757;2;4;31/12/2015
1758;3;3;31/12/2015
1759;3;3;31/12/2015
1760;3;4;31/12/2015
1761;3;3;31/12/2015
1762;4;3;31/12/2015
1763;3;3;31/12/2015
1764;2;3;31/12/2015
1765;3;3;31/12/2015
1766;3;3;31/12/2015
1767;3;3;31/12/2015
1768;2;3;31/12/2015
1769;3;3;31/12/2015
1770;3;3;31/12/2015
1771;1;3;31/12/2015
1772;3;3;31/12/2015
1773;2;3;31/12/2015
1774;3;3;31/12/2015
1775;3;3;31/12/2015
1776;3;3;31/12/2015
1777;3;3;31/12/2015
1778;1;3;31/12/2015
1779;3;3;31/12/2015
1780;3;3;31/12/2015
1781;3;3;31/12/2015
1782;1;3;31/12/2015
1783;3;3;31/12/2015
1784;3;3;31/12/2015
1785;3;3;31/12/2015
1786;3;3;31/12/2015
1787;3;3;31/12/2015
1788;3;3;31/12/2015
1789;3;3;31/12/2015
1790;3;3;31/12/2015
1791;3;3;31/12/2015
1792;3;3;31/12/2015
1793;2;3;31/12/2015
1794;3;3;31/12/2015
1795;4;3;31/12/2015
1796;3;4;31/12/2015
1797;4;3;31/12/2015
1798;2;3;31/12/2015
1799;3;3;31/12/2015
1800;2;3;31/12/2015
1801;1;3;31/12/2015
1802;4;3;31/12/2015
1803;3;3;31/12/2015
1804;2;3;31/12/2015
1805;4;3;31/12/2015
1806;3;4;31/12/2015
1807;2;3;31/12/2015
1808;3;3;31/12/2015
1809;4;3;31/12/2015
1810;3;3;31/12/2015
1811;2;3;31/12/2015
1812;3;3;31/12/2015
1813;2;3;31/12/2015
1814;3;3;31/12/2015
1815;3;3;31/12/2015
1816;3;3;31/12/2015
1817;3;3;31/12/2015
1818;3;3;31/12/2015
1819;3;3;31/12/2015
1820;4;3;31/12/2015
1821;4;3;31/12/2015
1822;2;3;31/12/2015
1823;2;4;31/12/2015
1824;3;3;31/12/2015
1825;2;3;31/12/2015
1826;3;3;31/12/2015
1827;3;4;31/12/2015
1828;3;3;31/12/2015
1829;3;3;31/12/2015
1830;3;3;31/12/2015
1831;4;3;31/12/2015
1832;2;3;31/12/2015
1833;2;4;31/12/2015
1834;3;3;31/12/2015
1835;3;4;31/12/2015
1836;3;3;31/12/2015
1837;4;3;31/12/2015
1838;3;3;31/12/2015
1839;1;3;31/12/2015
1840;3;3;31/12/2015
1841;3;3;31/12/2015
1842;3;3;31/12/2015
1843;2;3;31/12/2015
1844;3;3;31/12/2015
1845;2;3;31/12/2015
1846;2;4;31/12/2015
1847;3;3;31/12/2015
1848;2;3;31/12/2015
1849;4;3;31/12/2015
1850;3;3;31/12/2015
1851;3;3;31/12/2015
1852;3;3;31/12/2015
1853;3;4;31/12/2015
1854;2;3;31/12/2015
1855;4;3;31/12/2015
1856;3;4;31/12/2015
1857;3;3;31/12/2015
1858;3;3;31/12/2015
1859;2;3;31/12/2015
1860;4;3;31/12/2015
1861;1;3;31/12/2015
1862;4;4;31/12/2015
1863;3;3;31/12/2015
1864;3;3;31/12/2015
1865;3;3;31/12/2015
1866;3;4;31/12/2015
1867;2;3;31/12/2015
1868;3;3;31/12/2015
1869;2;3;31/12/2015
1870;4;3;31/12/2015
1871;3;3;31/12/2015
1872;3;3;31/12/2015
1873;3;3;31/12/2015
1874;3;3;31/12/2015
1875;1;3;31/12/2015
1876;3;3;31/12/2015
1877;3;3;31/12/2015
1878;3;4;31/12/2015
1879;3;3;31/12/2015
1880;4;3;31/12/2015
1881;3;4;31/12/2015
1882;3;3;31/12/2015
1883;3;3;31/12/2015
1884;3;3;31/12/2015
1885;2;3;31/12/2015
1886;3;3;31/12/2015
1887;3;4;31/12/2015
1888;3;3;31/12/2015
1889;3;4;31/12/2015
1890;2;3;31/12/2015
1891;3;3;31/12/2015
1892;3;3;31/12/2015
1893;2;3;31/12/2015
1894;3;3;31/12/2015
1895;2;3;31/12/2015
1896;2;3;31/12/2015
1897;3;3;31/12/2015
1898;2;3;31/12/2015
1899;3;3;31/12/2015
1900;1;3;31/12/2015
1901;3;3;31/12/2015
1902;3;3;31/12/2015
1903;3;3;31/12/2015
1904;2;3;31/12/2015
1905;3;4;31/12/2015
1906;3;3;31/12/2015
1907;3;3;31/12/2015
1908;2;3;31/12/2015
1909;3;3;31/12/2015
1910;3;3;31/12/2015
1911;2;3;31/12/2015
1912;3;3;31/12/2015
1913;1;3;31/12/2015
1914;3;3;31/12/2015
1915;2;3;31/12/2015
1916;3;4;31/12/2015
1917;1;3;31/12/2015
1918;2;3;31/12/2015
1919;3;3;31/12/2015
1920;3;3;31/12/2015
1921;3;3;31/12/2015
1922;3;4;31/12/2015
1923;3;3;31/12/2015
1924;2;3;31/12/2015
1925;3;3;31/12/2015
1926;3;3;31/12/2015
1927;2;4;31/12/2015
1928;2;3;31/12/2015
1929;3;3;31/12/2015
1930;3;3;31/12/2015
1931;4;3;31/12/2015
1932;3;3;31/12/2015
1933;2;3;31/12/2015
1934;3;3;31/12/2015
1935;2;3;31/12/2015
1936;3;3;31/12/2015
1937;3;3;31/12/2015
1938;2;3;31/12/2015
1939;3;3;31/12/2015
1940;3;3;31/12/2015
1941;3;3;31/12/2015
1942;3;3;31/12/2015
1943;2;3;31/12/2015
1944;3;3;31/12/2015
1945;3;3;31/12/2015
1946;3;4;31/12/2015
1947;3;4;31/12/2015
1948;3;3;31/12/2015
1949;3;3;31/12/2015
1950;3;3;31/12/2015
1951;4;3;31/12/2015
1952;3;3;31/12/2015
1953;3;3;31/12/2015
1954;4;3;31/12/2015
1955;4;4;31/12/2015
1956;2;3;31/12/2015
1957;4;3;31/12/2015
1958;2;3;31/12/2015
1959;3;3;31/12/2015
1960;4;3;31/12/2015
1961;2;3;31/12/2015
1962;4;3;31/12/2015
1963;3;3;31/12/2015
1964;2;3;31/12/2015
1965;3;3;31/12/2015
1966;4;3;31/12/2015
1967;3;3;31/12/2015
1968;2;3;31/12/2015
1969;1;4;31/12/2015
1970;2;3;31/12/2015
1971;3;3;31/12/2015
1972;3;4;31/12/2015
1973;4;4;31/12/2015
1974;3;3;31/12/2015
1975;3;3;31/12/2015
1976;2;3;31/12/2015
1977;4;3;31/12/2015
1978;1;3;31/12/2015
1979;3;3;31/12/2015
1980;3;4;31/12/2015
1981;3;3;31/12/2015
1982;2;3;31/12/2015
1983;2;3;31/12/2015
1984;3;3;31/12/2015
1985;3;3;31/12/2015
1986;3;3;31/12/2015
1987;2;3;31/12/2015
1988;2;4;31/12/2015
1989;2;4;31/12/2015
1990;3;3;31/12/2015
1991;3;3;31/12/2015
1992;3;4;31/12/2015
1993;2;3;31/12/2015
1994;1;3;31/12/2015
1995;3;3;31/12/2015
1996;4;3;31/12/2015
1997;3;3;31/12/2015
1998;3;3;31/12/2015
1999;2;3;31/12/2015
2000;3;3;31/12/2015
2001;4;3;31/12/2015
2002;3;3;31/12/2015
2003;3;3;31/12/2015
2004;2;4;31/12/2015
2005;3;3;31/12/2015
2006;3;3;31/12/2015
2007;3;3;31/12/2015
2008;2;4;31/12/2015
2009;2;3;31/12/2015
2010;4;3;31/12/2015
2011;3;3;31/12/2015
2012;2;3;31/12/2015
2013;3;3;31/12/2015
2014;3;3;31/12/2015
2015;2;3;31/12/2015
2016;3;4;31/12/2015
2017;3;3;31/12/2015
2018;3;3;31/12/2015
2019;3;3;31/12/2015
2020;2;3;31/12/2015
2021;4;3;31/12/2015
2022;3;3;31/12/2015
2023;3;3;31/12/2015
2024;3;4;31/12/2015
2025;3;3;31/12/2015
2026;3;3;31/12/2015
2027;3;3;31/12/2015
2028;2;3;31/12/2015
2029;3;3;31/12/2015
2030;4;3;31/12/2015
2031;3;3;31/12/2015
2032;3;3;31/12/2015
2033;3;3;31/12/2015
2034;2;4;31/12/2015
2035;2;3;31/12/2015
2036;1;3;31/12/2015
2037;4;3;31/12/2015
2038;1;4;31/12/2015
2039;2;3;31/12/2015
2040;3;3;31/12/2015
2041;4;3;31/12/2015
2042;2;3;31/12/2015
2043;3;3;31/12/2015
2044;4;3;31/12/2015
2045;3;3;31/12/2015
2046;3;3;31/12/2015
2047;3;3;31/12/2015
2048;2;3;31/12/2015
2049;1;3;31/12/2015
2050;1;3;31/12/2015
2051;1;3;31/12/2015
2052;2;4;31/12/2015
2053;3;4;31/12/2015
2054;3;3;31/12/2015
2055;1;3;31/12/2015
2056;3;4;31/12/2015
2057;3;3;31/12/2015
2058;3;4;31/12/2015
2059;3;3;31/12/2015
2060;3;3;31/12/2015
2061;3;3;31/12/2015
2062;3;3;31/12/2015
2063;2;3;31/12/2015
2064;1;3;31/12/2015
