EmployeeID;EnvironmentSatisfaction;JobSatisfaction;WorkLifeBalance;DateSurvey
1866;1.0;1.0;3.0;31/12/2015
1867;4.0;4.0;3.0;31/12/2015
1868;4.0;2.0;4.0;31/12/2015
1869;1.0;4.0;1.0;31/12/2015
1870;1.0;4.0;3.0;31/12/2015
1871;2.0;1.0;3.0;31/12/2015
1872;1.0;4.0;3.0;31/12/2015
1873;4.0;4.0;2.0;31/12/2015
1874;1.0;2.0;4.0;31/12/2015
1875;3.0;3.0;2.0;31/12/2015
1876;4.0;4.0;2.0;31/12/2015
1877;3.0;4.0;2.0;31/12/2015
1878;4.0;4.0;2.0;31/12/2015
1879;2.0;3.0;4.0;31/12/2015
1880;2.0;4.0;2.0;31/12/2015
1881;3.0;3.0;3.0;31/12/2015
1882;4.0;1.0;1.0;31/12/2015
1883;2.0;3.0;3.0;31/12/2015
1884;2.0;2.0;3.0;31/12/2015
1885;3.0;3.0;3.0;31/12/2015
1886;3.0;1.0;3.0;31/12/2015
1887;3.0;2.0;3.0;31/12/2015
1888;2.0;3.0;4.0;31/12/2015
1889;4.0;4.0;1.0;31/12/2015
1890;1.0;2.0;2.0;31/12/2015
1891;4.0;3.0;2.0;31/12/2015
1892;4.0;3.0;2.0;31/12/2015
1893;2.0;4.0;3.0;31/12/2015
1894;4.0;1.0;3.0;31/12/2015
1895;3.0;2.0;3.0;31/12/2015
1896;3.0;2.0;3.0;31/12/2015
1897;1.0;2.0;2.0;31/12/2015
1898;3.0;1.0;3.0;31/12/2015
1899;4.0;1.0;3.0;31/12/2015
1900;3.0;3.0;3.0;31/12/2015
1901;4.0;2.0;4.0;31/12/2015
1902;1.0;1.0;3.0;31/12/2015
1903;4.0;4.0;1.0;31/12/2015
1904;4.0;2.0;3.0;31/12/2015
1905;3.0;1.0;4.0;31/12/2015
1906;3.0;4.0;3.0;31/12/2015
1907;2.0;4.0;3.0;31/12/2015
1908;1.0;3.0;1.0;31/12/2015
1909;3.0;2.0;2.0;31/12/2015
1910;3.0;;3.0;31/12/2015
1911;3.0;3.0;3.0;31/12/2015
1912;4.0;4.0;;31/12/2015
1913;4.0;3.0;3.0;31/12/2015
1914;3.0;3.0;4.0;31/12/2015
1915;3.0;3.0;4.0;31/12/2015
1916;3.0;4.0;3.0;31/12/2015
1917;4.0;4.0;3.0;31/12/2015
1918;1.0;3.0;3.0;31/12/2015
1919;2.0;2.0;2.0;31/12/2015
1920;3.0;3.0;4.0;31/12/2015
1921;1.0;4.0;3.0;31/12/2015
1922;3.0;1.0;3.0;31/12/2015
1923;4.0;3.0;3.0;31/12/2015
1924;4.0;1.0;3.0;31/12/2015
1925;2.0;4.0;3.0;31/12/2015
1926;4.0;4.0;3.0;31/12/2015
1927;4.0;4.0;2.0;31/12/2015
1928;3.0;2.0;3.0;31/12/2015
1929;1.0;3.0;4.0;31/12/2015
1930;3.0;2.0;3.0;31/12/2015
1931;4.0;1.0;3.0;31/12/2015
1932;4.0;4.0;3.0;31/12/2015
1933;1.0;3.0;3.0;31/12/2015
1934;4.0;3.0;3.0;31/12/2015
1935;3.0;3.0;2.0;31/12/2015
1936;4.0;3.0;3.0;31/12/2015
1937;4.0;3.0;3.0;31/12/2015
1938;3.0;2.0;1.0;31/12/2015
1939;3.0;1.0;3.0;31/12/2015
1940;2.0;4.0;3.0;31/12/2015
1941;3.0;3.0;3.0;31/12/2015
1942;3.0;3.0;2.0;31/12/2015
1943;2.0;1.0;2.0;31/12/2015
1944;4.0;1.0;3.0;31/12/2015
1945;2.0;2.0;3.0;31/12/2015
1946;4.0;4.0;3.0;31/12/2015
1947;2.0;1.0;2.0;31/12/2015
1948;1.0;3.0;3.0;31/12/2015
1949;3.0;3.0;3.0;31/12/2015
1950;4.0;3.0;3.0;31/12/2015
1951;4.0;4.0;3.0;31/12/2015
1952;1.0;4.0;3.0;31/12/2015
1953;2.0;4.0;2.0;31/12/2015
1954;4.0;3.0;;31/12/2015
1955;1.0;4.0;3.0;31/12/2015
1956;3.0;4.0;3.0;31/12/2015
1957;1.0;2.0;1.0;31/12/2015
1958;3.0;2.0;3.0;31/12/2015
1959;2.0;3.0;3.0;31/12/2015
1960;2.0;4.0;3.0;31/12/2015
1961;2.0;1.0;3.0;31/12/2015
1962;1.0;4.0;3.0;31/12/2015
1963;4.0;4.0;3.0;31/12/2015
1964;4.0;3.0;3.0;31/12/2015
1965;3.0;1.0;3.0;31/12/2015
1966;4.0;1.0;3.0;31/12/2015
1967;2.0;4.0;2.0;31/12/2015
1968;4.0;4.0;4.0;31/12/2015
1969;4.0;3.0;3.0;31/12/2015
1970;2.0;4.0;2.0;31/12/2015
1971;2.0;4.0;1.0;31/12/2015
1972;2.0;2.0;3.0;31/12/2015
1973;3.0;2.0;3.0;31/12/2015
1974;1.0;3.0;2.0;31/12/2015
1975;1.0;1.0;3.0;31/12/2015
1976;3.0;3.0;3.0;31/12/2015
1977;4.0;2.0;3.0;31/12/2015
1978;3.0;3.0;3.0;31/12/2015
1979;2.0;3.0;2.0;31/12/2015
1980;4.0;2.0;2.0;31/12/2015
1981;3.0;1.0;2.0;31/12/2015
1982;1.0;3.0;3.0;31/12/2015
1983;4.0;4.0;3.0;31/12/2015
1984;3.0;3.0;3.0;31/12/2015
1985;1.0;3.0;3.0;31/12/2015
1986;4.0;4.0;2.0;31/12/2015
1987;3.0;1.0;4.0;31/12/2015
1988;3.0;4.0;3.0;31/12/2015
1989;4.0;4.0;3.0;31/12/2015
1990;3.0;1.0;2.0;31/12/2015
1991;4.0;1.0;3.0;31/12/2015
1992;1.0;3.0;4.0;31/12/2015
1993;2.0;1.0;2.0;31/12/2015
1994;1.0;1.0;3.0;31/12/2015
1995;3.0;1.0;2.0;31/12/2015
1996;2.0;3.0;3.0;31/12/2015
1997;3.0;3.0;2.0;31/12/2015
1998;1.0;4.0;3.0;31/12/2015
1999;1.0;3.0;3.0;31/12/2015
2000;4.0;2.0;3.0;31/12/2015
2001;3.0;3.0;4.0;31/12/2015
2002;2.0;1.0;3.0;31/12/2015
2003;4.0;4.0;3.0;31/12/2015
2004;4.0;1.0;3.0;31/12/2015
2005;1.0;3.0;3.0;31/12/2015
2006;1.0;3.0;2.0;31/12/2015
2007;1.0;4.0;2.0;31/12/2015
2008;4.0;4.0;3.0;31/12/2015
2009;4.0;4.0;4.0;31/12/2015
2010;1.0;3.0;2.0;31/12/2015
2011;1.0;2.0;3.0;31/12/2015
2012;4.0;1.0;3.0;31/12/2015
2013;1.0;2.0;3.0;31/12/2015
2014;4.0;3.0;3.0;31/12/2015
2015;4.0;2.0;3.0;31/12/2015
2016;3.0;4.0;3.0;31/12/2015
2017;1.0;4.0;;31/12/2015
2018;2.0;3.0;3.0;31/12/2015
2019;2.0;2.0;3.0;31/12/2015
2020;3.0;3.0;3.0;31/12/2015
2021;3.0;4.0;3.0;31/12/2015
2022;4.0;2.0;2.0;31/12/2015
2023;1.0;3.0;3.0;31/12/2015
2024;4.0;2.0;3.0;31/12/2015
2025;3.0;1.0;3.0;31/12/2015
2026;1.0;4.0;3.0;31/12/2015
2027;3.0;3.0;4.0;31/12/2015
2028;4.0;2.0;4.0;31/12/2015
2029;3.0;2.0;2.0;31/12/2015
2030;1.0;4.0;3.0;31/12/2015
2031;3.0;4.0;3.0;31/12/2015
2032;1.0;2.0;1.0;31/12/2015
2033;4.0;4.0;3.0;31/12/2015
2034;4.0;2.0;3.0;31/12/2015
2035;4.0;3.0;2.0;31/12/2015
2036;4.0;2.0;2.0;31/12/2015
2037;2.0;4.0;3.0;31/12/2015
2038;2.0;4.0;2.0;31/12/2015
2039;3.0;3.0;4.0;31/12/2015
2040;3.0;3.0;3.0;31/12/2015
2041;3.0;3.0;3.0;31/12/2015
2042;1.0;1.0;3.0;31/12/2015
2043;2.0;4.0;3.0;31/12/2015
2044;3.0;3.0;2.0;31/12/2015
2045;3.0;4.0;3.0;31/12/2015
2046;4.0;3.0;3.0;31/12/2015
2047;2.0;3.0;2.0;31/12/2015
2048;3.0;3.0;1.0;31/12/2015
2049;4.0;1.0;1.0;31/12/2015
2050;2.0;3.0;2.0;31/12/2015
2051;3.0;1.0;2.0;31/12/2015
2052;2.0;1.0;4.0;31/12/2015
2053;4.0;3.0;3.0;31/12/2015
2054;4.0;2.0;3.0;31/12/2015
2055;3.0;4.0;2.0;31/12/2015
2056;1.0;4.0;3.0;31/12/2015
2057;3.0;3.0;3.0;31/12/2015
2058;3.0;4.0;1.0;31/12/2015
2059;3.0;2.0;4.0;31/12/2015
2060;4.0;1.0;3.0;31/12/2015
2061;4.0;4.0;4.0;31/12/2015
2062;1.0;3.0;2.0;31/12/2015
2063;3.0;1.0;3.0;31/12/2015
2064;4.0;1.0;3.0;31/12/2015
2065;2.0;4.0;3.0;31/12/2015
2066;3.0;1.0;3.0;31/12/2015
2067;1.0;3.0;2.0;31/12/2015
2068;4.0;4.0;2.0;31/12/2015
2069;1.0;3.0;2.0;31/12/2015
2070;3.0;3.0;3.0;31/12/2015
2071;4.0;3.0;3.0;31/12/2015
2072;2.0;4.0;2.0;31/12/2015
2073;3.0;4.0;3.0;31/12/2015
2074;3.0;1.0;3.0;31/12/2015
2075;4.0;3.0;3.0;31/12/2015
2076;2.0;3.0;3.0;31/12/2015
2077;1.0;1.0;1.0;31/12/2015
2078;3.0;1.0;3.0;31/12/2015
2079;2.0;2.0;3.0;31/12/2015
2080;4.0;1.0;;31/12/2015
2081;4.0;1.0;3.0;31/12/2015
2082;4.0;2.0;3.0;31/12/2015
2083;3.0;1.0;3.0;31/12/2015
2084;4.0;2.0;1.0;31/12/2015
2085;2.0;3.0;2.0;31/12/2015
2086;3.0;3.0;3.0;31/12/2015
2087;3.0;3.0;2.0;31/12/2015
2088;4.0;4.0;3.0;31/12/2015
2089;3.0;4.0;3.0;31/12/2015
2090;4.0;4.0;2.0;31/12/2015
2091;4.0;1.0;4.0;31/12/2015
2092;2.0;4.0;3.0;31/12/2015
2093;3.0;2.0;3.0;31/12/2015
2094;4.0;3.0;3.0;31/12/2015
2095;3.0;1.0;3.0;31/12/2015
2096;1.0;4.0;3.0;31/12/2015
2097;2.0;2.0;4.0;31/12/2015
2098;3.0;4.0;3.0;31/12/2015
2099;4.0;2.0;3.0;31/12/2015
2100;1.0;1.0;3.0;31/12/2015
2101;3.0;4.0;2.0;31/12/2015
2102;1.0;1.0;2.0;31/12/2015
2103;4.0;3.0;1.0;31/12/2015
2104;1.0;4.0;3.0;31/12/2015
2105;1.0;2.0;4.0;31/12/2015
2106;1.0;4.0;3.0;31/12/2015
2107;4.0;4.0;3.0;31/12/2015
2108;3.0;1.0;2.0;31/12/2015
2109;3.0;1.0;3.0;31/12/2015
2110;3.0;4.0;3.0;31/12/2015
2111;3.0;4.0;3.0;31/12/2015
2112;1.0;3.0;4.0;31/12/2015
2113;3.0;2.0;2.0;31/12/2015
2114;4.0;2.0;2.0;31/12/2015
2115;1.0;3.0;3.0;31/12/2015
2116;3.0;4.0;3.0;31/12/2015
2117;4.0;4.0;4.0;31/12/2015
2118;4.0;4.0;2.0;31/12/2015
2119;3.0;3.0;2.0;31/12/2015
2120;2.0;2.0;3.0;31/12/2015
2121;4.0;3.0;3.0;31/12/2015
2122;2.0;4.0;3.0;31/12/2015
2123;4.0;3.0;3.0;31/12/2015
2124;3.0;4.0;3.0;31/12/2015
2125;3.0;4.0;2.0;31/12/2015
2126;1.0;2.0;3.0;31/12/2015
2127;4.0;2.0;3.0;31/12/2015
2128;1.0;3.0;1.0;31/12/2015
2129;4.0;2.0;3.0;31/12/2015
2130;3.0;1.0;3.0;31/12/2015
2131;4.0;2.0;2.0;31/12/2015
2132;4.0;4.0;2.0;31/12/2015
2133;3.0;2.0;4.0;31/12/2015
2134;4.0;3.0;2.0;31/12/2015
2135;3.0;1.0;2.0;31/12/2015
2136;3.0;2.0;4.0;31/12/2015
2137;3.0;3.0;3.0;31/12/2015
2138;2.0;2.0;3.0;31/12/2015
2139;4.0;4.0;4.0;31/12/2015
2140;3.0;2.0;3.0;31/12/2015
2141;1.0;4.0;3.0;31/12/2015
2142;4.0;4.0;3.0;31/12/2015
2143;2.0;3.0;;31/12/2015
2144;3.0;3.0;3.0;31/12/2015
2145;2.0;3.0;3.0;31/12/2015
2146;4.0;1.0;2.0;31/12/2015
2147;4.0;2.0;2.0;31/12/2015
2148;3.0;4.0;4.0;31/12/2015
2149;;2.0;3.0;31/12/2015
2150;3.0;2.0;3.0;31/12/2015
2151;1.0;3.0;3.0;31/12/2015
2152;4.0;3.0;3.0;31/12/2015
2153;3.0;1.0;3.0;31/12/2015
2154;1.0;4.0;3.0;31/12/2015
2155;4.0;3.0;3.0;31/12/2015
2156;4.0;1.0;4.0;31/12/2015
2157;3.0;4.0;3.0;31/12/2015
2158;4.0;1.0;3.0;31/12/2015
2159;4.0;2.0;3.0;31/12/2015
2160;2.0;2.0;2.0;31/12/2015
2161;2.0;1.0;3.0;31/12/2015
2162;1.0;3.0;3.0;31/12/2015
2163;4.0;3.0;2.0;31/12/2015
2164;3.0;2.0;3.0;31/12/2015
2165;4.0;2.0;4.0;31/12/2015
2166;1.0;1.0;4.0;31/12/2015
2167;3.0;3.0;2.0;31/12/2015
2168;4.0;3.0;3.0;31/12/2015
2169;4.0;2.0;3.0;31/12/2015
2170;3.0;3.0;3.0;31/12/2015
2171;4.0;4.0;2.0;31/12/2015
2172;3.0;4.0;3.0;31/12/2015
2173;3.0;1.0;3.0;31/12/2015
2174;3.0;3.0;3.0;31/12/2015
2175;3.0;2.0;3.0;31/12/2015
2176;2.0;1.0;3.0;31/12/2015
2177;3.0;1.0;4.0;31/12/2015
2178;4.0;4.0;2.0;31/12/2015
2179;3.0;1.0;2.0;31/12/2015
2180;2.0;2.0;3.0;31/12/2015
2181;1.0;1.0;2.0;31/12/2015
2182;4.0;4.0;3.0;31/12/2015
2183;3.0;;3.0;31/12/2015
2184;4.0;2.0;2.0;31/12/2015
2185;4.0;4.0;4.0;31/12/2015
2186;4.0;4.0;3.0;31/12/2015
2187;4.0;4.0;3.0;31/12/2015
2188;1.0;3.0;2.0;31/12/2015
2189;4.0;2.0;3.0;31/12/2015
2190;1.0;3.0;3.0;31/12/2015
2191;2.0;3.0;3.0;31/12/2015
2192;2.0;3.0;3.0;31/12/2015
2193;3.0;4.0;4.0;31/12/2015
2194;4.0;3.0;2.0;31/12/2015
2195;4.0;3.0;3.0;31/12/2015
2196;3.0;4.0;4.0;31/12/2015
2197;3.0;1.0;3.0;31/12/2015
2198;4.0;3.0;2.0;31/12/2015
2199;1.0;4.0;4.0;31/12/2015
2200;2.0;2.0;3.0;31/12/2015
2201;4.0;4.0;2.0;31/12/2015
2202;3.0;3.0;3.0;31/12/2015
2203;2.0;4.0;4.0;31/12/2015
2204;3.0;2.0;2.0;31/12/2015
2205;3.0;3.0;3.0;31/12/2015
2206;1.0;3.0;2.0;31/12/2015
2207;4.0;3.0;2.0;31/12/2015
2208;1.0;3.0;1.0;31/12/2015
2209;4.0;4.0;3.0;31/12/2015
2210;4.0;3.0;3.0;31/12/2015
2211;1.0;4.0;3.0;31/12/2015
2212;3.0;1.0;3.0;31/12/2015
2213;3.0;1.0;1.0;31/12/2015
2214;1.0;3.0;3.0;31/12/2015
2215;3.0;4.0;3.0;31/12/2015
2216;1.0;4.0;2.0;31/12/2015
2217;3.0;1.0;3.0;31/12/2015
2218;2.0;1.0;2.0;31/12/2015
2219;1.0;1.0;3.0;31/12/2015
2220;3.0;4.0;3.0;31/12/2015
2221;4.0;4.0;2.0;31/12/2015
2222;4.0;1.0;3.0;31/12/2015
2223;2.0;4.0;4.0;31/12/2015
2224;1.0;2.0;3.0;31/12/2015
2225;2.0;3.0;3.0;31/12/2015
2226;4.0;1.0;3.0;31/12/2015
2227;1.0;2.0;;31/12/2015
2228;4.0;1.0;3.0;31/12/2015
2229;1.0;2.0;4.0;31/12/2015
2230;2.0;1.0;4.0;31/12/2015
2231;1.0;4.0;2.0;31/12/2015
2232;3.0;1.0;2.0;31/12/2015
2233;1.0;4.0;2.0;31/12/2015
2234;1.0;1.0;3.0;31/12/2015
2235;3.0;3.0;1.0;31/12/2015
2236;1.0;1.0;4.0;31/12/2015
2237;1.0;3.0;4.0;31/12/2015
2238;4.0;3.0;3.0;31/12/2015
2239;4.0;4.0;2.0;31/12/2015
2240;4.0;2.0;2.0;31/12/2015
2241;2.0;3.0;2.0;31/12/2015
2242;3.0;3.0;4.0;31/12/2015
2243;1.0;4.0;3.0;31/12/2015
2244;1.0;4.0;4.0;31/12/2015
2245;1.0;1.0;4.0;31/12/2015
2246;3.0;2.0;3.0;31/12/2015
2247;2.0;1.0;3.0;31/12/2015
2248;4.0;2.0;3.0;31/12/2015
2249;2.0;4.0;1.0;31/12/2015
2250;2.0;4.0;4.0;31/12/2015
2251;3.0;1.0;3.0;31/12/2015
2252;1.0;3.0;3.0;31/12/2015
2253;4.0;2.0;3.0;31/12/2015
2254;4.0;1.0;3.0;31/12/2015
2255;3.0;3.0;3.0;31/12/2015
2256;4.0;2.0;2.0;31/12/2015
2257;1.0;3.0;2.0;31/12/2015
2258;3.0;3.0;4.0;31/12/2015
2259;4.0;2.0;2.0;31/12/2015
2260;4.0;1.0;3.0;31/12/2015
2261;4.0;1.0;3.0;31/12/2015
2262;4.0;3.0;2.0;31/12/2015
2263;1.0;4.0;3.0;31/12/2015
2264;1.0;3.0;2.0;31/12/2015
2265;3.0;3.0;2.0;31/12/2015
2266;2.0;3.0;2.0;31/12/2015
2267;3.0;2.0;3.0;31/12/2015
2268;2.0;1.0;2.0;31/12/2015
2269;1.0;3.0;4.0;31/12/2015
2270;1.0;2.0;1.0;31/12/2015
2271;1.0;2.0;4.0;31/12/2015
2272;4.0;3.0;3.0;31/12/2015
2273;2.0;1.0;2.0;31/12/2015
2274;4.0;2.0;3.0;31/12/2015
2275;2.0;3.0;2.0;31/12/2015
2276;3.0;3.0;3.0;31/12/2015
2277;3.0;3.0;4.0;31/12/2015
2278;4.0;3.0;3.0;31/12/2015
2279;1.0;2.0;3.0;31/12/2015
2280;3.0;3.0;2.0;31/12/2015
2281;3.0;1.0;2.0;31/12/2015
2282;1.0;3.0;1.0;31/12/2015
2283;3.0;1.0;3.0;31/12/2015
2284;3.0;1.0;3.0;31/12/2015
2285;4.0;2.0;3.0;31/12/2015
2286;3.0;2.0;2.0;31/12/2015
2287;4.0;3.0;3.0;31/12/2015
2288;3.0;4.0;4.0;31/12/2015
2289;2.0;4.0;3.0;31/12/2015
2290;1.0;1.0;1.0;31/12/2015
2291;4.0;1.0;4.0;31/12/2015
2292;2.0;2.0;3.0;31/12/2015
2293;3.0;2.0;4.0;31/12/2015
2294;4.0;2.0;1.0;31/12/2015
2295;1.0;3.0;3.0;31/12/2015
2296;4.0;1.0;1.0;31/12/2015
2297;4.0;3.0;3.0;31/12/2015
2298;4.0;3.0;1.0;31/12/2015
2299;3.0;4.0;3.0;31/12/2015
2300;2.0;3.0;3.0;31/12/2015
2301;3.0;2.0;3.0;31/12/2015
2302;1.0;4.0;3.0;31/12/2015
2303;3.0;1.0;3.0;31/12/2015
2304;4.0;2.0;3.0;31/12/2015
2305;4.0;4.0;3.0;31/12/2015
2306;4.0;4.0;1.0;31/12/2015
2307;1.0;1.0;4.0;31/12/2015
2308;2.0;3.0;3.0;31/12/2015
2309;3.0;4.0;3.0;31/12/2015
2310;3.0;1.0;3.0;31/12/2015
2311;4.0;4.0;;31/12/2015
2312;1.0;2.0;3.0;31/12/2015
2313;2.0;3.0;3.0;31/12/2015
2314;4.0;2.0;3.0;31/12/2015
2315;3.0;4.0;2.0;31/12/2015
2316;3.0;3.0;3.0;31/12/2015
2317;3.0;3.0;2.0;31/12/2015
2318;1.0;1.0;1.0;31/12/2015
2319;2.0;1.0;3.0;31/12/2015
2320;3.0;3.0;3.0;31/12/2015
2321;4.0;1.0;3.0;31/12/2015
2322;3.0;2.0;3.0;31/12/2015
2323;1.0;1.0;3.0;31/12/2015
2324;3.0;4.0;3.0;31/12/2015
2325;3.0;2.0;3.0;31/12/2015
2326;4.0;1.0;2.0;31/12/2015
2327;3.0;1.0;2.0;31/12/2015
2328;1.0;4.0;1.0;31/12/2015
2329;3.0;4.0;3.0;31/12/2015
2330;2.0;4.0;2.0;31/12/2015
2331;1.0;4.0;3.0;31/12/2015
2332;3.0;2.0;3.0;31/12/2015
2333;2.0;2.0;4.0;31/12/2015
2334;2.0;3.0;3.0;31/12/2015
2335;2.0;1.0;3.0;31/12/2015
2336;1.0;3.0;3.0;31/12/2015
2337;4.0;3.0;3.0;31/12/2015
2338;1.0;4.0;4.0;31/12/2015
2339;3.0;3.0;3.0;31/12/2015
2340;4.0;3.0;3.0;31/12/2015
2341;1.0;1.0;3.0;31/12/2015
2342;4.0;4.0;3.0;31/12/2015
2343;2.0;3.0;2.0;31/12/2015
2344;4.0;3.0;2.0;31/12/2015
2345;4.0;1.0;3.0;31/12/2015
2346;4.0;2.0;3.0;31/12/2015
2347;3.0;4.0;2.0;31/12/2015
2348;4.0;1.0;1.0;31/12/2015
2349;3.0;2.0;3.0;31/12/2015
2350;2.0;3.0;2.0;31/12/2015
2351;2.0;3.0;3.0;31/12/2015
2352;2.0;4.0;3.0;31/12/2015
2353;2.0;4.0;2.0;31/12/2015
2354;2.0;2.0;2.0;31/12/2015
2355;3.0;1.0;3.0;31/12/2015
2356;1.0;1.0;3.0;31/12/2015
2357;4.0;1.0;3.0;31/12/2015
2358;3.0;3.0;3.0;31/12/2015
2359;3.0;4.0;3.0;31/12/2015
2360;3.0;1.0;2.0;31/12/2015
2361;2.0;1.0;3.0;31/12/2015
2362;4.0;1.0;3.0;31/12/2015
2363;2.0;1.0;3.0;31/12/2015
2364;2.0;1.0;2.0;31/12/2015
2365;3.0;4.0;3.0;31/12/2015
2366;2.0;4.0;4.0;31/12/2015
2367;4.0;3.0;3.0;31/12/2015
2368;3.0;3.0;3.0;31/12/2015
2369;1.0;3.0;3.0;31/12/2015
2370;3.0;3.0;3.0;31/12/2015
2371;3.0;3.0;2.0;31/12/2015
2372;1.0;3.0;1.0;31/12/2015
2373;4.0;4.0;3.0;31/12/2015
2374;4.0;3.0;4.0;31/12/2015
2375;4.0;1.0;3.0;31/12/2015
2376;2.0;2.0;1.0;31/12/2015
2377;3.0;4.0;2.0;31/12/2015
2378;1.0;4.0;3.0;31/12/2015
2379;3.0;4.0;3.0;31/12/2015
2380;;4.0;2.0;31/12/2015
2381;1.0;4.0;3.0;31/12/2015
2382;2.0;3.0;3.0;31/12/2015
2383;4.0;4.0;2.0;31/12/2015
2384;1.0;1.0;1.0;31/12/2015
2385;3.0;3.0;3.0;31/12/2015
2386;2.0;1.0;3.0;31/12/2015
2387;4.0;3.0;3.0;31/12/2015
2388;4.0;2.0;3.0;31/12/2015
2389;1.0;2.0;3.0;31/12/2015
2390;4.0;1.0;3.0;31/12/2015
2391;3.0;3.0;3.0;31/12/2015
2392;4.0;2.0;3.0;31/12/2015
2393;1.0;2.0;3.0;31/12/2015
2394;3.0;3.0;3.0;31/12/2015
2395;4.0;3.0;;31/12/2015
2396;4.0;1.0;3.0;31/12/2015
2397;2.0;3.0;3.0;31/12/2015
2398;3.0;3.0;3.0;31/12/2015
2399;4.0;4.0;4.0;31/12/2015
2400;4.0;4.0;4.0;31/12/2015
2401;1.0;2.0;2.0;31/12/2015
2402;4.0;4.0;3.0;31/12/2015
2403;4.0;2.0;2.0;31/12/2015
2404;1.0;4.0;3.0;31/12/2015
2405;4.0;1.0;2.0;31/12/2015
2406;4.0;2.0;3.0;31/12/2015
2407;2.0;2.0;3.0;31/12/2015
2408;3.0;3.0;3.0;31/12/2015
2409;4.0;3.0;3.0;31/12/2015
2410;4.0;1.0;3.0;31/12/2015
2411;3.0;4.0;3.0;31/12/2015
2412;1.0;3.0;2.0;31/12/2015
2413;3.0;4.0;3.0;31/12/2015
2414;4.0;3.0;3.0;31/12/2015
2415;4.0;3.0;2.0;31/12/2015
2416;2.0;4.0;3.0;31/12/2015
2417;4.0;3.0;3.0;31/12/2015
2418;4.0;2.0;3.0;31/12/2015
2419;4.0;4.0;3.0;31/12/2015
2420;1.0;2.0;3.0;31/12/2015
2421;2.0;4.0;4.0;31/12/2015
2422;3.0;4.0;4.0;31/12/2015
2423;2.0;2.0;3.0;31/12/2015
2424;3.0;4.0;2.0;31/12/2015
2425;2.0;4.0;3.0;31/12/2015
2426;3.0;4.0;3.0;31/12/2015
2427;3.0;4.0;3.0;31/12/2015
2428;1.0;4.0;4.0;31/12/2015
2429;4.0;4.0;3.0;31/12/2015
2430;3.0;3.0;3.0;31/12/2015
2431;4.0;3.0;3.0;31/12/2015
2432;4.0;3.0;3.0;31/12/2015
2433;3.0;4.0;2.0;31/12/2015
2434;3.0;3.0;2.0;31/12/2015
2435;4.0;3.0;3.0;31/12/2015
2436;3.0;3.0;1.0;31/12/2015
2437;4.0;3.0;4.0;31/12/2015
2438;4.0;2.0;3.0;31/12/2015
2439;1.0;3.0;2.0;31/12/2015
2440;2.0;3.0;4.0;31/12/2015
2441;3.0;2.0;3.0;31/12/2015
2442;2.0;1.0;3.0;31/12/2015
2443;2.0;1.0;4.0;31/12/2015
2444;3.0;2.0;3.0;31/12/2015
2445;4.0;3.0;3.0;31/12/2015
2446;2.0;4.0;2.0;31/12/2015
2447;3.0;2.0;1.0;31/12/2015
2448;3.0;4.0;2.0;31/12/2015
2449;2.0;1.0;3.0;31/12/2015
2450;1.0;2.0;3.0;31/12/2015
2451;3.0;2.0;1.0;31/12/2015
2452;4.0;4.0;2.0;31/12/2015
2453;4.0;4.0;3.0;31/12/2015
2454;4.0;3.0;1.0;31/12/2015
2455;2.0;2.0;2.0;31/12/2015
2456;3.0;3.0;4.0;31/12/2015
2457;4.0;1.0;3.0;31/12/2015
2458;1.0;4.0;3.0;31/12/2015
2459;3.0;4.0;2.0;31/12/2015
2460;1.0;3.0;3.0;31/12/2015
2461;3.0;4.0;2.0;31/12/2015
2462;2.0;2.0;3.0;31/12/2015
2463;4.0;3.0;4.0;31/12/2015
2464;3.0;1.0;3.0;31/12/2015
2465;4.0;4.0;3.0;31/12/2015
2466;4.0;2.0;2.0;31/12/2015
2467;4.0;4.0;4.0;31/12/2015
2468;1.0;1.0;2.0;31/12/2015
2469;3.0;2.0;2.0;31/12/2015
2470;1.0;3.0;3.0;31/12/2015
2471;4.0;1.0;3.0;31/12/2015
2472;3.0;3.0;3.0;31/12/2015
2473;2.0;2.0;3.0;31/12/2015
2474;2.0;4.0;3.0;31/12/2015
2475;3.0;3.0;3.0;31/12/2015
2476;2.0;2.0;2.0;31/12/2015
2477;3.0;;3.0;31/12/2015
2478;4.0;2.0;2.0;31/12/2015
2479;3.0;1.0;;31/12/2015
2480;4.0;3.0;3.0;31/12/2015
2481;1.0;3.0;2.0;31/12/2015
2482;2.0;4.0;3.0;31/12/2015
2483;4.0;4.0;3.0;31/12/2015
2484;2.0;2.0;3.0;31/12/2015
2485;4.0;3.0;3.0;31/12/2015
2486;3.0;1.0;3.0;31/12/2015
2487;1.0;4.0;3.0;31/12/2015
2488;1.0;3.0;3.0;31/12/2015
2489;2.0;2.0;3.0;31/12/2015
2490;3.0;4.0;3.0;31/12/2015
2491;4.0;1.0;3.0;31/12/2015
2492;3.0;2.0;2.0;31/12/2015
2493;3.0;2.0;2.0;31/12/2015
2494;3.0;4.0;3.0;31/12/2015
2495;4.0;1.0;3.0;31/12/2015
2496;3.0;4.0;4.0;31/12/2015
2497;3.0;3.0;3.0;31/12/2015
2498;2.0;2.0;3.0;31/12/2015
2499;3.0;1.0;2.0;31/12/2015
2500;2.0;1.0;2.0;31/12/2015
2501;2.0;4.0;3.0;31/12/2015
